,Accuracy,F1 Score,FN,FP,Model,Precision,Recall or Sensitivity,Specificity,TN,TP,Monte_Carlo_iteration
2,0.8854961832061069,0.8854961832061069,41.0,34.0,DecisionTreeClassifier,0.8950617283950617,0.8761329305135952,0.8950617283950617,290.0,290.0,Iteration_26
3,0.7129770992366412,0.6967741935483871,115.0,73.0,MultinomialNB,0.7474048442906575,0.6525679758308157,0.7746913580246914,251.0,216.0,Iteration_26
4,0.6717557251908397,0.6055045871559632,166.0,49.0,SVC,0.7710280373831776,0.4984894259818731,0.8487654320987654,275.0,165.0,Iteration_26
5,0.8824427480916031,0.8845577211394303,36.0,41.0,RandomForestClassifier,0.8779761904761905,0.8912386706948641,0.8734567901234568,283.0,295.0,Iteration_26
6,0.6900763358778625,0.73738680465718,46.0,157.0,AdaBoostClassifier,0.6447963800904978,0.8610271903323263,0.5154320987654321,167.0,285.0,Iteration_26
0,0.7465648854961832,0.7492447129909365,74.0,92.0,LogisticRegression,0.7294117647058823,0.7701863354037267,0.7237237237237237,241.0,248.0,Iteration_27
1,0.7801526717557252,0.765472312703583,87.0,57.0,KNeighborsClassifier,0.8047945205479452,0.7298136645962733,0.8288288288288288,276.0,235.0,Iteration_27
2,0.9206106870229007,0.9197530864197531,24.0,28.0,DecisionTreeClassifier,0.9141104294478528,0.9254658385093167,0.9159159159159159,305.0,298.0,Iteration_27
3,0.7358778625954199,0.715927750410509,104.0,69.0,MultinomialNB,0.759581881533101,0.6770186335403726,0.7927927927927928,264.0,218.0,Iteration_27
4,0.7038167938931298,0.6283524904214559,158.0,36.0,SVC,0.82,0.5093167701863354,0.8918918918918919,297.0,164.0,Iteration_27
5,0.9251908396946565,0.9254185692541858,18.0,31.0,RandomForestClassifier,0.9074626865671642,0.9440993788819876,0.9069069069069069,302.0,304.0,Iteration_27
6,0.6885496183206107,0.7315789473684211,44.0,160.0,AdaBoostClassifier,0.634703196347032,0.8633540372670807,0.5195195195195195,173.0,278.0,Iteration_27
0,0.7572519083969466,0.7705627705627706,78.0,81.0,LogisticRegression,0.7672413793103449,0.7739130434782608,0.7387096774193549,229.0,267.0,Iteration_28
1,0.7419847328244275,0.7363494539781591,109.0,60.0,KNeighborsClassifier,0.7972972972972973,0.6840579710144927,0.8064516129032258,250.0,236.0,Iteration_28
2,0.8885496183206106,0.893740902474527,38.0,35.0,DecisionTreeClassifier,0.8976608187134503,0.8898550724637682,0.8870967741935484,275.0,307.0,Iteration_28
3,0.7374045801526717,0.73125,111.0,61.0,MultinomialNB,0.7932203389830509,0.6782608695652174,0.8032258064516129,249.0,234.0,Iteration_28
4,0.6778625954198473,0.6278659611992945,167.0,44.0,SVC,0.8018018018018018,0.5159420289855072,0.8580645161290322,266.0,178.0,Iteration_28
5,0.8916030534351145,0.8984263233190273,31.0,40.0,RandomForestClassifier,0.8870056497175142,0.9101449275362319,0.8709677419354839,270.0,314.0,Iteration_28
6,0.6809160305343511,0.7429274292742928,43.0,166.0,AdaBoostClassifier,0.6452991452991453,0.8753623188405797,0.4645161290322581,144.0,302.0,Iteration_28
0,0.6702290076335878,0.6687116564417177,119.0,97.0,LogisticRegression,0.692063492063492,0.6468842729970327,0.6949685534591195,221.0,218.0,Iteration_29
1,0.7480916030534351,0.7401574803149606,102.0,63.0,KNeighborsClassifier,0.7885906040268457,0.6973293768545994,0.8018867924528302,255.0,235.0,Iteration_29
2,0.8854961832061069,0.8868778280542986,43.0,32.0,DecisionTreeClassifier,0.901840490797546,0.8724035608308606,0.89937106918239,286.0,294.0,Iteration_29
3,0.6717557251908397,0.6504065040650405,137.0,78.0,MultinomialNB,0.7194244604316546,0.5934718100890207,0.7547169811320755,240.0,200.0,Iteration_29
4,0.6122137404580152,0.5261194029850746,196.0,58.0,SVC,0.7085427135678392,0.41839762611275966,0.8176100628930818,260.0,141.0,Iteration_29
5,0.8854961832061069,0.8898678414096917,34.0,41.0,RandomForestClassifier,0.8808139534883721,0.8991097922848664,0.8710691823899371,277.0,303.0,Iteration_29
6,0.6549618320610687,0.7102564102564103,60.0,166.0,AdaBoostClassifier,0.6252821670428894,0.8219584569732937,0.4779874213836478,152.0,277.0,Iteration_29
0,0.7374045801526717,0.73125,94.0,78.0,LogisticRegression,0.75,0.7134146341463414,0.7614678899082569,249.0,234.0,Iteration_30
1,0.7709923664122137,0.7483221476510068,105.0,45.0,KNeighborsClassifier,0.832089552238806,0.6798780487804879,0.8623853211009175,282.0,223.0,Iteration_30
2,0.9007633587786259,0.8998459167950693,36.0,29.0,DecisionTreeClassifier,0.9096573208722741,0.8902439024390244,0.9113149847094801,298.0,292.0,Iteration_30
3,0.7251908396946565,0.696969696969697,121.0,59.0,MultinomialNB,0.7781954887218046,0.6310975609756098,0.8195718654434251,268.0,207.0,Iteration_30
4,0.6809160305343511,0.6064030131826743,167.0,42.0,SVC,0.7931034482758621,0.49085365853658536,0.8715596330275229,285.0,161.0,Iteration_30
5,0.9007633587786259,0.9013657056145674,31.0,34.0,RandomForestClassifier,0.8972809667673716,0.9054878048780488,0.8960244648318043,293.0,297.0,Iteration_30
6,0.6900763358778625,0.7339449541284403,48.0,155.0,AdaBoostClassifier,0.6436781609195402,0.8536585365853658,0.5259938837920489,172.0,280.0,Iteration_30
0,0.7282442748091603,0.7201257861635219,90.0,88.0,LogisticRegression,0.722397476340694,0.7178683385579937,0.7380952380952381,248.0,229.0,Iteration_31
1,0.7648854961832061,0.7372013651877132,103.0,51.0,KNeighborsClassifier,0.8089887640449438,0.677115987460815,0.8482142857142857,285.0,216.0,Iteration_31
2,0.8839694656488549,0.881619937694704,36.0,40.0,DecisionTreeClassifier,0.8761609907120743,0.8871473354231975,0.8809523809523809,296.0,283.0,Iteration_31
3,0.7114503816793893,0.6780238500851788,120.0,69.0,MultinomialNB,0.7425373134328358,0.6238244514106583,0.7946428571428571,267.0,199.0,Iteration_31
4,0.6580152671755726,0.5590551181102362,177.0,47.0,SVC,0.7513227513227513,0.445141065830721,0.8601190476190477,289.0,142.0,Iteration_31
5,0.8793893129770992,0.8793893129770993,31.0,48.0,RandomForestClassifier,0.8571428571428571,0.9028213166144201,0.8571428571428571,288.0,288.0,Iteration_31
6,0.648854961832061,0.6981627296587927,53.0,177.0,AdaBoostClassifier,0.600451467268623,0.8338557993730408,0.4732142857142857,159.0,266.0,Iteration_31
0,0.7221374045801526,0.7182662538699689,87.0,95.0,LogisticRegression,0.709480122324159,0.7272727272727273,0.7172619047619048,241.0,232.0,Iteration_32
1,0.7435114503816794,0.7218543046357617,101.0,67.0,KNeighborsClassifier,0.7649122807017544,0.6833855799373041,0.8005952380952381,269.0,218.0,Iteration_32
2,0.8916030534351145,0.8871224165341811,40.0,31.0,DecisionTreeClassifier,0.9,0.8746081504702194,0.9077380952380952,305.0,279.0,Iteration_32
3,0.7190839694656489,0.6943521594684385,110.0,74.0,MultinomialNB,0.7385159010600707,0.6551724137931034,0.7797619047619048,262.0,209.0,Iteration_32
4,0.6793893129770993,0.6022727272727273,160.0,50.0,SVC,0.7607655502392344,0.49843260188087773,0.8511904761904762,286.0,159.0,Iteration_32
5,0.8854961832061069,0.883720930232558,34.0,41.0,RandomForestClassifier,0.8742331288343558,0.8934169278996865,0.8779761904761905,295.0,285.0,Iteration_32
6,0.667175572519084,0.7054054054054054,58.0,160.0,AdaBoostClassifier,0.6199524940617577,0.8181818181818182,0.5238095238095238,176.0,261.0,Iteration_32
0,0.7389312977099237,0.7340590979782271,90.0,81.0,LogisticRegression,0.7444794952681388,0.7239263803680982,0.7537993920972644,248.0,236.0,Iteration_33
1,0.7419847328244275,0.7178631051752923,111.0,58.0,KNeighborsClassifier,0.7875457875457875,0.6595092024539877,0.8237082066869301,271.0,215.0,Iteration_33
2,0.8931297709923665,0.8932926829268293,33.0,37.0,DecisionTreeClassifier,0.8878787878787879,0.8987730061349694,0.8875379939209727,292.0,293.0,Iteration_33
3,0.7282442748091603,0.7033333333333334,115.0,63.0,MultinomialNB,0.7700729927007299,0.647239263803681,0.8085106382978723,266.0,211.0,Iteration_33
4,0.6854961832061068,0.6113207547169811,164.0,42.0,SVC,0.7941176470588235,0.49693251533742333,0.8723404255319149,287.0,162.0,Iteration_33
5,0.8870229007633588,0.8882175226586103,32.0,42.0,RandomForestClassifier,0.875,0.901840490797546,0.8723404255319149,287.0,294.0,Iteration_33
6,0.6793893129770993,0.7236842105263157,51.0,159.0,AdaBoostClassifier,0.6336405529953917,0.843558282208589,0.5167173252279635,170.0,275.0,Iteration_33
0,0.7099236641221374,0.6993670886075949,95.0,95.0,LogisticRegression,0.6993670886075949,0.6993670886075949,0.7197640117994101,244.0,221.0,Iteration_34
1,0.7801526717557252,0.760797342192691,87.0,57.0,KNeighborsClassifier,0.8006993006993007,0.7246835443037974,0.831858407079646,282.0,229.0,Iteration_34
2,0.8900763358778626,0.8857142857142858,37.0,35.0,DecisionTreeClassifier,0.8885350318471338,0.8829113924050633,0.8967551622418879,304.0,279.0,Iteration_34
3,0.7007633587786259,0.6700336700336701,117.0,79.0,MultinomialNB,0.7158273381294964,0.629746835443038,0.7669616519174042,260.0,199.0,Iteration_34
4,0.6610687022900763,0.5714285714285714,168.0,54.0,SVC,0.7326732673267327,0.46835443037974683,0.8407079646017699,285.0,148.0,Iteration_34
5,0.8961832061068702,0.89375,30.0,38.0,RandomForestClassifier,0.8827160493827161,0.9050632911392406,0.887905604719764,301.0,286.0,Iteration_34
6,0.6595419847328244,0.7061923583662714,48.0,175.0,AdaBoostClassifier,0.6049661399548533,0.8481012658227848,0.4837758112094395,164.0,268.0,Iteration_34
0,0.7389312977099237,0.7237479806138933,82.0,89.0,LogisticRegression,0.7156549520766773,0.7320261437908496,0.7449856733524355,260.0,224.0,Iteration_35
1,0.7343511450381679,0.6947368421052633,108.0,66.0,KNeighborsClassifier,0.75,0.6470588235294118,0.8108882521489972,283.0,198.0,Iteration_35
2,0.8961832061068702,0.8885245901639344,35.0,33.0,DecisionTreeClassifier,0.8914473684210527,0.8856209150326797,0.9054441260744985,316.0,271.0,Iteration_35
3,0.7038167938931298,0.6678082191780821,111.0,83.0,MultinomialNB,0.7014388489208633,0.6372549019607843,0.7621776504297995,266.0,195.0,Iteration_35
4,0.6641221374045801,0.5546558704453441,169.0,51.0,SVC,0.7287234042553191,0.4477124183006536,0.8538681948424068,298.0,137.0,Iteration_35
5,0.8977099236641222,0.8931419457735247,26.0,41.0,RandomForestClassifier,0.8722741433021807,0.9150326797385621,0.8825214899713467,308.0,280.0,Iteration_35
6,0.683969465648855,0.7152682255845942,46.0,161.0,AdaBoostClassifier,0.6175771971496437,0.8496732026143791,0.5386819484240688,188.0,260.0,Iteration_35
0,0.7312977099236642,0.7357357357357358,82.0,94.0,LogisticRegression,0.7227138643067846,0.7492354740061162,0.7134146341463414,234.0,245.0,Iteration_36
1,0.7450381679389313,0.7248764415156508,107.0,60.0,KNeighborsClassifier,0.7857142857142857,0.672782874617737,0.8170731707317073,268.0,220.0,Iteration_36
2,0.8854961832061069,0.8858447488584476,36.0,39.0,DecisionTreeClassifier,0.8818181818181818,0.8899082568807339,0.8810975609756098,289.0,291.0,Iteration_36
3,0.7053435114503817,0.6921850079744817,110.0,83.0,MultinomialNB,0.7233333333333334,0.6636085626911316,0.7469512195121951,245.0,217.0,Iteration_36
4,0.6580152671755726,0.5789473684210525,173.0,51.0,SVC,0.751219512195122,0.4709480122324159,0.8445121951219512,277.0,154.0,Iteration_36
5,0.8931297709923665,0.8952095808383234,28.0,42.0,RandomForestClassifier,0.8768328445747801,0.9143730886850153,0.8719512195121951,286.0,299.0,Iteration_36
6,0.6702290076335878,0.7209302325581395,48.0,168.0,AdaBoostClassifier,0.6241610738255033,0.8532110091743119,0.4878048780487805,160.0,279.0,Iteration_36
0,0.7190839694656489,0.7160493827160493,87.0,97.0,LogisticRegression,0.7051671732522796,0.7272727272727273,0.7113095238095238,239.0,232.0,Iteration_37
1,0.7465648854961832,0.7242524916943521,101.0,65.0,KNeighborsClassifier,0.7703180212014135,0.6833855799373041,0.8065476190476191,271.0,218.0,Iteration_37
2,0.8916030534351145,0.8881889763779527,37.0,34.0,DecisionTreeClassifier,0.8924050632911392,0.8840125391849529,0.8988095238095238,302.0,282.0,Iteration_37
3,0.7007633587786259,0.6797385620915033,111.0,85.0,MultinomialNB,0.7098976109215017,0.6520376175548589,0.7470238095238095,251.0,208.0,Iteration_37
4,0.6564885496183206,0.5746691871455577,167.0,58.0,SVC,0.7238095238095238,0.47648902821316613,0.8273809523809523,278.0,152.0,Iteration_37
5,0.8885496183206106,0.8868217054263566,33.0,40.0,RandomForestClassifier,0.8773006134969326,0.896551724137931,0.8809523809523809,296.0,286.0,Iteration_37
6,0.6610687022900763,0.7094240837696334,48.0,174.0,AdaBoostClassifier,0.6089887640449438,0.8495297805642633,0.48214285714285715,162.0,271.0,Iteration_37
0,0.7053435114503817,0.7088989441930617,102.0,91.0,LogisticRegression,0.7208588957055214,0.6973293768545994,0.7138364779874213,227.0,235.0,Iteration_38
1,0.7419847328244275,0.7287319422150883,110.0,59.0,KNeighborsClassifier,0.7937062937062938,0.6735905044510386,0.8144654088050315,259.0,227.0,Iteration_38
2,0.8748091603053435,0.8761329305135951,47.0,35.0,DecisionTreeClassifier,0.8923076923076924,0.8605341246290801,0.889937106918239,283.0,290.0,Iteration_38
3,0.6961832061068702,0.6816,124.0,75.0,MultinomialNB,0.7395833333333334,0.6320474777448071,0.7641509433962265,243.0,213.0,Iteration_38
4,0.6427480916030535,0.5634328358208955,186.0,48.0,SVC,0.7587939698492462,0.44807121661721067,0.8490566037735849,270.0,151.0,Iteration_38
5,0.8763358778625954,0.8800000000000001,40.0,41.0,RandomForestClassifier,0.878698224852071,0.8813056379821959,0.8710691823899371,277.0,297.0,Iteration_38
6,0.6595419847328244,0.712998712998713,60.0,163.0,AdaBoostClassifier,0.6295454545454545,0.8219584569732937,0.48742138364779874,155.0,277.0,Iteration_38
0,0.7312977099236642,0.715210355987055,81.0,95.0,LogisticRegression,0.6993670886075949,0.7317880794701986,0.7308781869688386,258.0,221.0,Iteration_39
1,0.7374045801526717,0.7064846416382253,95.0,77.0,KNeighborsClassifier,0.7288732394366197,0.6854304635761589,0.7818696883852692,276.0,207.0,Iteration_39
2,0.8839694656488549,0.8729096989966554,41.0,35.0,DecisionTreeClassifier,0.8817567567567568,0.8642384105960265,0.9008498583569405,318.0,261.0,Iteration_39
3,0.7190839694656489,0.6827586206896552,104.0,80.0,MultinomialNB,0.7122302158273381,0.6556291390728477,0.773371104815864,273.0,198.0,Iteration_39
4,0.6717557251908397,0.5725646123260436,158.0,57.0,SVC,0.7164179104477612,0.4768211920529801,0.8385269121813032,296.0,144.0,Iteration_39
5,0.8748091603053435,0.8651315789473684,39.0,43.0,RandomForestClassifier,0.8594771241830066,0.8708609271523179,0.8781869688385269,310.0,263.0,Iteration_39
6,0.6748091603053435,0.7125506072874493,38.0,175.0,AdaBoostClassifier,0.6013667425968109,0.8741721854304636,0.5042492917847026,178.0,264.0,Iteration_39
0,0.7099236641221374,0.6993670886075949,102.0,88.0,LogisticRegression,0.7152103559870551,0.6842105263157895,0.7349397590361446,244.0,221.0,Iteration_40
1,0.732824427480916,0.7078464106844742,111.0,64.0,KNeighborsClassifier,0.7681159420289855,0.6563467492260062,0.8072289156626506,268.0,212.0,Iteration_40
2,0.8885496183206106,0.8864696734059098,38.0,35.0,DecisionTreeClassifier,0.890625,0.8823529411764706,0.8945783132530121,297.0,285.0,Iteration_40
3,0.6946564885496184,0.6621621621621622,127.0,73.0,MultinomialNB,0.7286245353159851,0.6068111455108359,0.7801204819277109,259.0,196.0,Iteration_40
4,0.6442748091603053,0.5404339250493098,186.0,47.0,SVC,0.7445652173913043,0.4241486068111455,0.858433734939759,285.0,137.0,Iteration_40
5,0.8900763358778626,0.8881987577639752,37.0,35.0,RandomForestClassifier,0.8909657320872274,0.8854489164086687,0.8945783132530121,297.0,286.0,Iteration_40
6,0.6748091603053435,0.7133243606998653,58.0,155.0,AdaBoostClassifier,0.6309523809523809,0.8204334365325078,0.5331325301204819,177.0,265.0,Iteration_40
0,0.7099236641221374,0.7262247838616714,99.0,91.0,LogisticRegression,0.7346938775510204,0.717948717948718,0.7006578947368421,213.0,252.0,Iteration_41
1,0.716030534351145,0.7207207207207207,111.0,75.0,KNeighborsClassifier,0.7619047619047619,0.6837606837606838,0.7532894736842105,229.0,240.0,Iteration_41
2,0.8885496183206106,0.8946608946608947,41.0,32.0,DecisionTreeClassifier,0.9064327485380117,0.8831908831908832,0.8947368421052632,272.0,310.0,Iteration_41
3,0.6778625954198473,0.680786686838124,126.0,85.0,MultinomialNB,0.7258064516129032,0.6410256410256411,0.7203947368421053,219.0,225.0,Iteration_41
4,0.6320610687022901,0.5823223570190641,183.0,58.0,SVC,0.7433628318584071,0.47863247863247865,0.8092105263157895,246.0,168.0,Iteration_41
5,0.8885496183206106,0.8964539007092199,35.0,38.0,RandomForestClassifier,0.8926553672316384,0.9002849002849003,0.875,266.0,316.0,Iteration_41
6,0.6580152671755726,0.7157360406091371,69.0,155.0,AdaBoostClassifier,0.6453089244851259,0.8034188034188035,0.4901315789473684,149.0,282.0,Iteration_41
0,0.7129770992366412,0.7235294117647059,88.0,100.0,LogisticRegression,0.7109826589595376,0.7365269461077845,0.6884735202492211,221.0,246.0,Iteration_42
1,0.7358778625954199,0.7214170692431561,110.0,63.0,KNeighborsClassifier,0.7804878048780488,0.6706586826347305,0.8037383177570093,258.0,224.0,Iteration_42
2,0.8748091603053435,0.8765060240963856,43.0,39.0,DecisionTreeClassifier,0.8818181818181818,0.8712574850299402,0.8785046728971962,282.0,291.0,Iteration_42
3,0.7190839694656489,0.7070063694267517,112.0,72.0,MultinomialNB,0.7551020408163265,0.6646706586826348,0.7757009345794392,249.0,222.0,Iteration_42
4,0.667175572519084,0.6093189964157706,164.0,54.0,SVC,0.7589285714285714,0.5089820359281437,0.8317757009345794,267.0,170.0,Iteration_42
5,0.8778625954198473,0.881305637982196,37.0,43.0,RandomForestClassifier,0.8735294117647059,0.8892215568862275,0.8660436137071651,278.0,297.0,Iteration_42
6,0.6412213740458015,0.7029077117572693,56.0,179.0,AdaBoostClassifier,0.6083150984682714,0.8323353293413174,0.4423676012461059,142.0,278.0,Iteration_42
0,0.7389312977099237,0.7397260273972601,93.0,78.0,LogisticRegression,0.7570093457943925,0.7232142857142857,0.7554858934169278,241.0,243.0,Iteration_43
1,0.7419847328244275,0.7304625199362041,107.0,62.0,KNeighborsClassifier,0.7869415807560137,0.6815476190476191,0.8056426332288401,257.0,229.0,Iteration_43
2,0.9007633587786259,0.9028400597907325,34.0,31.0,DecisionTreeClassifier,0.9069069069069069,0.8988095238095238,0.9028213166144201,288.0,302.0,Iteration_43
3,0.7206106870229008,0.7024390243902439,120.0,63.0,MultinomialNB,0.7741935483870968,0.6428571428571429,0.8025078369905956,256.0,216.0,Iteration_43
4,0.6580152671755726,0.5927272727272727,173.0,51.0,SVC,0.7616822429906542,0.4851190476190476,0.8401253918495298,268.0,163.0,Iteration_43
5,0.8916030534351145,0.8948148148148148,34.0,37.0,RandomForestClassifier,0.8908554572271387,0.8988095238095238,0.8840125391849529,282.0,302.0,Iteration_43
6,0.6961832061068702,0.74189364461738,50.0,149.0,AdaBoostClassifier,0.6574712643678161,0.8511904761904762,0.5329153605015674,170.0,286.0,Iteration_43
0,0.7129770992366412,0.7053291536050157,84.0,104.0,LogisticRegression,0.6838905775075987,0.7281553398058253,0.6994219653179191,242.0,225.0,Iteration_44
1,0.7404580152671756,0.7128378378378378,98.0,72.0,KNeighborsClassifier,0.7455830388692579,0.6828478964401294,0.791907514450867,274.0,211.0,Iteration_44
2,0.8916030534351145,0.8885400313971744,26.0,45.0,DecisionTreeClassifier,0.8628048780487805,0.9158576051779935,0.869942196531792,301.0,283.0,Iteration_44
3,0.7022900763358778,0.6722689075630253,109.0,86.0,MultinomialNB,0.6993006993006993,0.6472491909385113,0.7514450867052023,260.0,200.0,Iteration_44
4,0.6702290076335878,0.5781249999999999,161.0,55.0,SVC,0.729064039408867,0.47896440129449835,0.8410404624277457,291.0,148.0,Iteration_44
5,0.8916030534351145,0.888888888888889,25.0,46.0,RandomForestClassifier,0.8606060606060606,0.919093851132686,0.8670520231213873,300.0,284.0,Iteration_44
6,0.6610687022900763,0.7,50.0,172.0,AdaBoostClassifier,0.6009280742459396,0.8381877022653722,0.5028901734104047,174.0,259.0,Iteration_44
0,0.732824427480916,0.7235387045813586,98.0,77.0,LogisticRegression,0.7483660130718954,0.7003058103975535,0.7652439024390244,251.0,229.0,Iteration_45
1,0.7236641221374046,0.6998341625207296,116.0,65.0,KNeighborsClassifier,0.7644927536231884,0.6452599388379205,0.801829268292683,263.0,211.0,Iteration_45
2,0.8778625954198473,0.8765432098765431,43.0,37.0,DecisionTreeClassifier,0.8847352024922118,0.8685015290519877,0.8871951219512195,291.0,284.0,Iteration_45
3,0.7114503816793893,0.6855241264559068,121.0,68.0,MultinomialNB,0.7518248175182481,0.6299694189602446,0.7926829268292683,260.0,206.0,Iteration_45
4,0.6763358778625954,0.6029962546816479,166.0,46.0,SVC,0.7777777777777778,0.4923547400611621,0.8597560975609756,282.0,161.0,Iteration_45
5,0.8656488549618321,0.8658536585365854,43.0,45.0,RandomForestClassifier,0.8632218844984803,0.8685015290519877,0.8628048780487805,283.0,284.0,Iteration_45
6,0.6931297709923664,0.7351778656126482,48.0,153.0,AdaBoostClassifier,0.6458333333333334,0.8532110091743119,0.5335365853658537,175.0,279.0,Iteration_45
0,0.7190839694656489,0.7115987460815046,95.0,89.0,LogisticRegression,0.7183544303797469,0.7049689440993789,0.7327327327327328,244.0,227.0,Iteration_46
1,0.7435114503816794,0.7254901960784312,100.0,68.0,KNeighborsClassifier,0.7655172413793103,0.6894409937888198,0.7957957957957958,265.0,222.0,Iteration_46
2,0.8870229007633588,0.8850931677018633,37.0,37.0,DecisionTreeClassifier,0.8850931677018633,0.8850931677018633,0.8888888888888888,296.0,285.0,Iteration_46
3,0.6931297709923664,0.674230145867099,114.0,87.0,MultinomialNB,0.7050847457627119,0.6459627329192547,0.7387387387387387,246.0,208.0,Iteration_46
4,0.650381679389313,0.5654648956356737,173.0,56.0,SVC,0.7268292682926829,0.46273291925465837,0.8318318318318318,277.0,149.0,Iteration_46
5,0.8839694656488549,0.8830769230769231,35.0,41.0,RandomForestClassifier,0.875,0.8913043478260869,0.8768768768768769,292.0,287.0,Iteration_46
6,0.6687022900763359,0.7214377406931964,41.0,176.0,AdaBoostClassifier,0.6148796498905909,0.8726708074534162,0.47147147147147145,157.0,281.0,Iteration_46
0,0.751145038167939,0.7526555386949925,82.0,81.0,LogisticRegression,0.7537993920972644,0.7515151515151515,0.7507692307692307,244.0,248.0,Iteration_47
1,0.7419847328244275,0.7296,102.0,67.0,KNeighborsClassifier,0.7728813559322034,0.6909090909090909,0.7938461538461539,258.0,228.0,Iteration_47
2,0.9083969465648855,0.908256880733945,33.0,27.0,DecisionTreeClassifier,0.9166666666666666,0.9,0.916923076923077,298.0,297.0,Iteration_47
3,0.7083969465648855,0.6944,113.0,78.0,MultinomialNB,0.735593220338983,0.6575757575757576,0.76,247.0,217.0,Iteration_47
4,0.6534351145038167,0.5788497217068646,174.0,53.0,SVC,0.7464114832535885,0.4727272727272727,0.8369230769230769,272.0,156.0,Iteration_47
5,0.9083969465648855,0.9096385542168675,28.0,32.0,RandomForestClassifier,0.9041916167664671,0.9151515151515152,0.9015384615384615,293.0,302.0,Iteration_47
6,0.6870229007633588,0.7341115434500648,47.0,158.0,AdaBoostClassifier,0.6417233560090703,0.8575757575757575,0.5138461538461538,167.0,283.0,Iteration_47
0,0.7526717557251908,0.7361563517915309,76.0,86.0,LogisticRegression,0.7243589743589743,0.7483443708609272,0.7563739376770539,267.0,226.0,Iteration_48
1,0.7435114503816794,0.7093425605536332,97.0,71.0,KNeighborsClassifier,0.7427536231884058,0.6788079470198676,0.7988668555240793,282.0,205.0,Iteration_48
2,0.8793893129770992,0.8689883913764511,40.0,39.0,DecisionTreeClassifier,0.8704318936877077,0.8675496688741722,0.8895184135977338,314.0,262.0,Iteration_48
3,0.732824427480916,0.7018739352640545,96.0,79.0,MultinomialNB,0.7228070175438597,0.6821192052980133,0.7762039660056658,274.0,206.0,Iteration_48
4,0.6931297709923664,0.6051080550098232,148.0,53.0,SVC,0.7439613526570048,0.5099337748344371,0.8498583569405099,300.0,154.0,Iteration_48
5,0.8839694656488549,0.8762214983713356,33.0,43.0,RandomForestClassifier,0.8621794871794872,0.890728476821192,0.8781869688385269,310.0,269.0,Iteration_48
6,0.6763358778625954,0.7111716621253406,41.0,171.0,AdaBoostClassifier,0.6041666666666666,0.8642384105960265,0.5155807365439093,182.0,261.0,Iteration_48
0,0.7251908396946565,0.7196261682242989,88.0,92.0,LogisticRegression,0.7151702786377709,0.7241379310344828,0.7261904761904762,244.0,231.0,Iteration_49
1,0.766412213740458,0.7479406919275123,92.0,61.0,KNeighborsClassifier,0.7881944444444444,0.7115987460815048,0.8184523809523809,275.0,227.0,Iteration_49
2,0.8885496183206106,0.8828250401284109,44.0,29.0,DecisionTreeClassifier,0.9046052631578947,0.8620689655172413,0.9136904761904762,307.0,275.0,Iteration_49
3,0.7114503816793893,0.6926829268292684,106.0,83.0,MultinomialNB,0.7195945945945946,0.6677115987460815,0.7529761904761905,253.0,213.0,Iteration_49
4,0.6916030534351145,0.6217228464419476,153.0,49.0,SVC,0.772093023255814,0.5203761755485894,0.8541666666666666,287.0,166.0,Iteration_49
5,0.8854961832061069,0.8822605965463108,38.0,37.0,RandomForestClassifier,0.8836477987421384,0.8808777429467085,0.8898809523809523,299.0,281.0,Iteration_49
6,0.6610687022900763,0.7024128686327078,57.0,165.0,AdaBoostClassifier,0.6135831381733021,0.8213166144200627,0.5089285714285714,171.0,262.0,Iteration_49
0,0.7297709923664122,0.7140549273021001,93.0,84.0,LogisticRegression,0.7245901639344262,0.7038216560509554,0.7536656891495601,257.0,221.0,Iteration_50
1,0.7435114503816794,0.7133105802047781,105.0,63.0,KNeighborsClassifier,0.7683823529411765,0.6656050955414012,0.8152492668621701,278.0,209.0,Iteration_50
2,0.9068702290076336,0.9027113237639552,31.0,30.0,DecisionTreeClassifier,0.9041533546325878,0.9012738853503185,0.9120234604105572,311.0,283.0,Iteration_50
3,0.7038167938931298,0.6700680272108843,117.0,77.0,MultinomialNB,0.718978102189781,0.6273885350318471,0.7741935483870968,264.0,197.0,Iteration_50
4,0.6625954198473283,0.5692007797270956,168.0,53.0,SVC,0.7336683417085427,0.46496815286624205,0.844574780058651,288.0,146.0,Iteration_50
5,0.9007633587786259,0.8969889064976229,31.0,34.0,RandomForestClassifier,0.8927444794952681,0.9012738853503185,0.9002932551319648,307.0,283.0,Iteration_50
6,0.6778625954198473,0.7212681638044914,41.0,170.0,AdaBoostClassifier,0.6162528216704289,0.8694267515923567,0.501466275659824,171.0,273.0,Iteration_50
0,0.7297709923664122,0.7338345864661653,85.0,92.0,LogisticRegression,0.7261904761904762,0.7416413373860182,0.7177914110429447,234.0,244.0,Iteration_51
1,0.7633587786259542,0.7446457990115322,103.0,52.0,KNeighborsClassifier,0.8129496402877698,0.6869300911854104,0.8404907975460123,274.0,226.0,Iteration_51
2,0.8870229007633588,0.8875379939209727,37.0,37.0,DecisionTreeClassifier,0.8875379939209727,0.8875379939209727,0.8865030674846626,289.0,292.0,Iteration_51
3,0.7007633587786259,0.6888888888888888,112.0,84.0,MultinomialNB,0.7209302325581395,0.6595744680851063,0.7423312883435583,242.0,217.0,Iteration_51
