,Accuracy,F1 Score,FN,FP,Model,Precision,Recall or Sensitivity,Specificity,TN,TP,Monte_Carlo_iteration
1,0.7297709923664122,0.6953528399311532,106.0,71.0,KNeighborsClassifier,0.73992673992674,0.6558441558441559,0.7953890489913544,276.0,202.0,Iteration_77
2,0.8885496183206106,0.8801313628899835,40.0,33.0,DecisionTreeClassifier,0.8903654485049833,0.8701298701298701,0.9048991354466859,314.0,268.0,Iteration_77
3,0.6763358778625954,0.6382252559726963,121.0,91.0,MultinomialNB,0.6726618705035972,0.6071428571428571,0.7377521613832853,256.0,187.0,Iteration_77
4,0.6641221374045801,0.5719844357976653,161.0,59.0,SVC,0.7135922330097088,0.4772727272727273,0.829971181556196,288.0,147.0,Iteration_77
5,0.8839694656488549,0.8766233766233766,38.0,38.0,RandomForestClassifier,0.8766233766233766,0.8766233766233766,0.8904899135446686,309.0,270.0,Iteration_77
6,0.6702290076335878,0.713527851458886,39.0,177.0,AdaBoostClassifier,0.6031390134529148,0.8733766233766234,0.4899135446685879,170.0,269.0,Iteration_77
0,0.7374045801526717,0.7329192546583851,83.0,89.0,LogisticRegression,0.7261538461538461,0.7398119122257053,0.7351190476190477,247.0,236.0,Iteration_78
1,0.7557251908396947,0.73421926910299,98.0,62.0,KNeighborsClassifier,0.7809187279151943,0.6927899686520376,0.8154761904761905,274.0,221.0,Iteration_78
2,0.9053435114503817,0.9015873015873016,35.0,27.0,DecisionTreeClassifier,0.9131832797427653,0.890282131661442,0.9196428571428571,309.0,284.0,Iteration_78
3,0.7114503816793893,0.6823529411764706,116.0,73.0,MultinomialNB,0.7355072463768116,0.6363636363636364,0.7827380952380952,263.0,203.0,Iteration_78
4,0.6641221374045801,0.576923076923077,169.0,51.0,SVC,0.746268656716418,0.4702194357366771,0.8482142857142857,285.0,150.0,Iteration_78
5,0.9022900763358779,0.8993710691823898,33.0,31.0,RandomForestClassifier,0.9022082018927445,0.896551724137931,0.9077380952380952,305.0,286.0,Iteration_78
6,0.6778625954198473,0.7205298013245033,47.0,164.0,AdaBoostClassifier,0.6238532110091743,0.8526645768025078,0.5119047619047619,172.0,272.0,Iteration_78
0,0.7129770992366412,0.7142857142857143,94.0,94.0,LogisticRegression,0.7142857142857143,0.7142857142857143,0.7116564417177914,232.0,235.0,Iteration_79
1,0.751145038167939,0.734959349593496,103.0,60.0,KNeighborsClassifier,0.7902097902097902,0.6869300911854104,0.8159509202453987,266.0,226.0,Iteration_79
2,0.8870229007633588,0.8858024691358026,42.0,32.0,DecisionTreeClassifier,0.8996865203761756,0.8723404255319149,0.901840490797546,294.0,287.0,Iteration_79
3,0.7068702290076336,0.6883116883116882,117.0,75.0,MultinomialNB,0.7386759581881533,0.6443768996960486,0.7699386503067485,251.0,212.0,Iteration_79
4,0.6549618320610687,0.575187969924812,176.0,50.0,SVC,0.7536945812807881,0.46504559270516715,0.8466257668711656,276.0,153.0,Iteration_79
5,0.8900763358778626,0.8899082568807339,38.0,34.0,RandomForestClassifier,0.8953846153846153,0.8844984802431611,0.8957055214723927,292.0,291.0,Iteration_79
6,0.6610687022900763,0.7153846153846154,50.0,172.0,AdaBoostClassifier,0.6186252771618626,0.8480243161094225,0.4723926380368098,154.0,279.0,Iteration_79
0,0.716030534351145,0.7147239263803682,90.0,96.0,LogisticRegression,0.7082066869300911,0.7213622291021672,0.7108433734939759,236.0,233.0,Iteration_80
1,0.7480916030534351,0.730831973898858,99.0,66.0,KNeighborsClassifier,0.7724137931034483,0.6934984520123839,0.8012048192771084,266.0,224.0,Iteration_80
2,0.8809160305343512,0.88,37.0,41.0,DecisionTreeClassifier,0.8746177370030581,0.8854489164086687,0.8765060240963856,291.0,286.0,Iteration_80
3,0.7007633587786259,0.6807817589576547,114.0,82.0,MultinomialNB,0.718213058419244,0.6470588235294118,0.7530120481927711,250.0,209.0,Iteration_80
4,0.665648854961832,0.579654510556622,172.0,47.0,SVC,0.7626262626262627,0.4674922600619195,0.858433734939759,285.0,151.0,Iteration_80
5,0.8824427480916031,0.8838612368024134,30.0,47.0,RandomForestClassifier,0.861764705882353,0.9071207430340558,0.858433734939759,285.0,293.0,Iteration_80
6,0.6625954198473283,0.7141009055627425,47.0,174.0,AdaBoostClassifier,0.6133333333333333,0.8544891640866873,0.4759036144578313,158.0,276.0,Iteration_80
0,0.7267175572519083,0.723338485316847,88.0,91.0,LogisticRegression,0.72,0.7267080745341615,0.7267267267267268,242.0,234.0,Iteration_81
1,0.7404580152671756,0.7138047138047138,110.0,60.0,KNeighborsClassifier,0.7794117647058824,0.6583850931677019,0.8198198198198198,273.0,212.0,Iteration_81
2,0.8961832061068702,0.8953846153846153,31.0,37.0,DecisionTreeClassifier,0.8871951219512195,0.9037267080745341,0.8888888888888888,296.0,291.0,Iteration_81
3,0.7175572519083969,0.6911519198664442,115.0,70.0,MultinomialNB,0.7472924187725631,0.6428571428571429,0.7897897897897898,263.0,207.0,Iteration_81
4,0.6641221374045801,0.576923076923077,172.0,48.0,SVC,0.7575757575757576,0.4658385093167702,0.8558558558558559,285.0,150.0,Iteration_81
5,0.8916030534351145,0.8909370199692779,32.0,39.0,RandomForestClassifier,0.8814589665653495,0.9006211180124224,0.8828828828828829,294.0,290.0,Iteration_81
6,0.6580152671755726,0.7068062827225131,52.0,172.0,AdaBoostClassifier,0.6108597285067874,0.8385093167701864,0.48348348348348347,161.0,270.0,Iteration_81
0,0.7053435114503817,0.6931637519872814,91.0,102.0,LogisticRegression,0.68125,0.7055016181229773,0.7052023121387283,244.0,218.0,Iteration_82
1,0.7526717557251908,0.7177700348432056,103.0,59.0,KNeighborsClassifier,0.7773584905660378,0.6666666666666666,0.8294797687861272,287.0,206.0,Iteration_82
2,0.8885496183206106,0.8832,33.0,40.0,DecisionTreeClassifier,0.8734177215189873,0.8932038834951457,0.884393063583815,306.0,276.0,Iteration_82
3,0.7038167938931298,0.6631944444444444,118.0,76.0,MultinomialNB,0.7153558052434457,0.6181229773462783,0.7803468208092486,270.0,191.0,Iteration_82
4,0.665648854961832,0.561122244488978,169.0,50.0,SVC,0.7368421052631579,0.45307443365695793,0.8554913294797688,296.0,140.0,Iteration_82
5,0.8748091603053435,0.870253164556962,34.0,48.0,RandomForestClassifier,0.8513931888544891,0.889967637540453,0.861271676300578,298.0,275.0,Iteration_82
6,0.667175572519084,0.7029972752043597,51.0,167.0,AdaBoostClassifier,0.6070588235294118,0.8349514563106796,0.5173410404624278,179.0,258.0,Iteration_82
0,0.716030534351145,0.6889632107023411,85.0,101.0,LogisticRegression,0.6710097719869706,0.7079037800687286,0.7225274725274725,263.0,206.0,Iteration_83
1,0.7465648854961832,0.7025089605734768,95.0,71.0,KNeighborsClassifier,0.7340823970037453,0.6735395189003437,0.804945054945055,293.0,196.0,Iteration_83
2,0.899236641221374,0.886986301369863,32.0,34.0,DecisionTreeClassifier,0.8839590443686007,0.8900343642611683,0.9065934065934066,330.0,259.0,Iteration_83
3,0.6900763358778625,0.6342342342342342,115.0,88.0,MultinomialNB,0.6666666666666666,0.6048109965635738,0.7582417582417582,276.0,176.0,Iteration_83
4,0.6992366412213741,0.5852631578947369,152.0,45.0,SVC,0.7554347826086957,0.47766323024054985,0.8763736263736264,319.0,139.0,Iteration_83
5,0.8961832061068702,0.8851351351351351,29.0,39.0,RandomForestClassifier,0.8704318936877077,0.9003436426116839,0.8928571428571429,325.0,262.0,Iteration_83
6,0.6625954198473283,0.6926286509040334,42.0,179.0,AdaBoostClassifier,0.5817757009345794,0.8556701030927835,0.5082417582417582,185.0,249.0,Iteration_83
0,0.7190839694656489,0.695364238410596,96.0,88.0,LogisticRegression,0.7046979865771812,0.6862745098039216,0.7478510028653295,261.0,210.0,Iteration_84
1,0.7603053435114504,0.7343485617597294,89.0,68.0,KNeighborsClassifier,0.7614035087719299,0.7091503267973857,0.8051575931232091,281.0,217.0,Iteration_84
2,0.9038167938931297,0.8962108731466227,34.0,29.0,DecisionTreeClassifier,0.9036544850498339,0.8888888888888888,0.9169054441260746,320.0,272.0,Iteration_84
3,0.7099236641221374,0.6724137931034482,111.0,79.0,MultinomialNB,0.7116788321167883,0.6372549019607843,0.7736389684813754,270.0,195.0,Iteration_84
4,0.6687022900763359,0.5616161616161616,167.0,50.0,SVC,0.7354497354497355,0.4542483660130719,0.8567335243553008,299.0,139.0,Iteration_84
5,0.9068702290076336,0.9004893964110929,30.0,31.0,RandomForestClassifier,0.8990228013029316,0.9019607843137255,0.9111747851002865,318.0,276.0,Iteration_84
6,0.665648854961832,0.7028493894165535,47.0,172.0,AdaBoostClassifier,0.6009280742459396,0.8464052287581699,0.5071633237822349,177.0,259.0,Iteration_84
0,0.7145038167938931,0.7136294027565084,91.0,96.0,LogisticRegression,0.7082066869300911,0.7191358024691358,0.7099697885196374,235.0,233.0,Iteration_85
1,0.7312977099236642,0.7105263157894737,108.0,68.0,KNeighborsClassifier,0.7605633802816901,0.6666666666666666,0.7945619335347432,263.0,216.0,Iteration_85
2,0.8900763358778626,0.8881987577639752,38.0,34.0,DecisionTreeClassifier,0.89375,0.8827160493827161,0.8972809667673716,297.0,286.0,Iteration_85
3,0.6961832061068702,0.6774716369529984,115.0,84.0,MultinomialNB,0.7133105802047781,0.6450617283950617,0.7462235649546828,247.0,209.0,Iteration_85
4,0.6396946564885496,0.5597014925373134,174.0,62.0,SVC,0.7075471698113207,0.46296296296296297,0.8126888217522659,269.0,150.0,Iteration_85
5,0.8900763358778626,0.8885448916408668,37.0,35.0,RandomForestClassifier,0.8913043478260869,0.8858024691358025,0.8942598187311178,296.0,287.0,Iteration_85
6,0.6732824427480916,0.723514211886305,44.0,170.0,AdaBoostClassifier,0.6222222222222222,0.8641975308641975,0.486404833836858,161.0,280.0,Iteration_85
0,0.7541984732824427,0.7511591962905718,89.0,72.0,LogisticRegression,0.7714285714285715,0.7319277108433735,0.7770897832817337,251.0,243.0,Iteration_86
1,0.7450381679389313,0.7336523125996811,102.0,65.0,KNeighborsClassifier,0.7796610169491526,0.6927710843373494,0.7987616099071208,258.0,230.0,Iteration_86
2,0.8732824427480916,0.8744326777609683,43.0,40.0,DecisionTreeClassifier,0.878419452887538,0.8704819277108434,0.8761609907120743,283.0,289.0,Iteration_86
3,0.7251908396946565,0.7077922077922079,114.0,66.0,MultinomialNB,0.7676056338028169,0.6566265060240963,0.7956656346749226,257.0,218.0,Iteration_86
4,0.665648854961832,0.5936920222634507,172.0,47.0,SVC,0.7729468599033816,0.4819277108433735,0.8544891640866873,276.0,160.0,Iteration_86
5,0.8824427480916031,0.8845577211394302,37.0,40.0,RandomForestClassifier,0.8805970149253731,0.8885542168674698,0.8761609907120743,283.0,295.0,Iteration_86
6,0.7007633587786259,0.7454545454545455,45.0,151.0,AdaBoostClassifier,0.6552511415525114,0.8644578313253012,0.5325077399380805,172.0,287.0,Iteration_86
0,0.732824427480916,0.7252747252747253,78.0,97.0,LogisticRegression,0.7042682926829268,0.7475728155339806,0.7196531791907514,249.0,231.0,Iteration_87
1,0.7618320610687023,0.7319587628865979,96.0,60.0,KNeighborsClassifier,0.7802197802197802,0.6893203883495146,0.8265895953757225,286.0,213.0,Iteration_87
2,0.8961832061068702,0.891025641025641,31.0,37.0,DecisionTreeClassifier,0.8825396825396825,0.8996763754045307,0.8930635838150289,309.0,278.0,Iteration_87
3,0.7114503816793893,0.6802030456852792,108.0,81.0,MultinomialNB,0.7127659574468085,0.6504854368932039,0.7658959537572254,265.0,201.0,Iteration_87
4,0.6702290076335878,0.5748031496062992,163.0,53.0,SVC,0.7336683417085427,0.47249190938511326,0.846820809248555,293.0,146.0,Iteration_87
5,0.8885496183206106,0.8846761453396523,29.0,44.0,RandomForestClassifier,0.8641975308641975,0.9061488673139159,0.8728323699421965,302.0,280.0,Iteration_87
6,0.6625954198473283,0.7065073041168659,43.0,178.0,AdaBoostClassifier,0.5990990990990991,0.86084142394822,0.48554913294797686,168.0,266.0,Iteration_87
0,0.732824427480916,0.7191011235955057,76.0,99.0,LogisticRegression,0.6934984520123839,0.7466666666666667,0.7211267605633803,256.0,224.0,Iteration_88
1,0.7648854961832061,0.7344827586206896,87.0,67.0,KNeighborsClassifier,0.7607142857142857,0.71,0.8112676056338028,288.0,213.0,Iteration_88
2,0.9129770992366413,0.9051580698835274,28.0,29.0,DecisionTreeClassifier,0.9036544850498339,0.9066666666666666,0.9183098591549296,326.0,272.0,Iteration_88
3,0.732824427480916,0.7018739352640545,94.0,81.0,MultinomialNB,0.7177700348432056,0.6866666666666666,0.7718309859154929,274.0,206.0,Iteration_88
4,0.7114503816793893,0.6286836935166995,140.0,49.0,SVC,0.7655502392344498,0.5333333333333333,0.8619718309859155,306.0,160.0,Iteration_88
5,0.9114503816793893,0.9049180327868852,24.0,34.0,RandomForestClassifier,0.8903225806451613,0.92,0.9042253521126761,321.0,276.0,Iteration_88
6,0.6625954198473283,0.702557200538358,39.0,182.0,AdaBoostClassifier,0.5891647855530474,0.87,0.48732394366197185,173.0,261.0,Iteration_88
0,0.7450381679389313,0.7410852713178294,70.0,97.0,LogisticRegression,0.7113095238095238,0.7734627831715211,0.7196531791907514,249.0,239.0,Iteration_89
1,0.766412213740458,0.7384615384615385,93.0,60.0,KNeighborsClassifier,0.782608695652174,0.6990291262135923,0.8265895953757225,286.0,216.0,Iteration_89
2,0.9038167938931297,0.898876404494382,29.0,34.0,DecisionTreeClassifier,0.89171974522293,0.9061488673139159,0.9017341040462428,312.0,280.0,Iteration_89
3,0.7251908396946565,0.6959459459459459,103.0,77.0,MultinomialNB,0.7279151943462897,0.6666666666666666,0.7774566473988439,269.0,206.0,Iteration_89
4,0.6870229007633588,0.605009633911368,152.0,53.0,SVC,0.7476190476190476,0.5080906148867314,0.846820809248555,293.0,157.0,Iteration_89
5,0.9022900763358779,0.8987341772151899,25.0,39.0,RandomForestClassifier,0.8792569659442725,0.919093851132686,0.8872832369942196,307.0,284.0,Iteration_89
6,0.6687022900763359,0.7102803738317757,43.0,174.0,AdaBoostClassifier,0.6045454545454545,0.86084142394822,0.49710982658959535,172.0,266.0,Iteration_89
0,0.7282442748091603,0.7286585365853658,92.0,86.0,LogisticRegression,0.7353846153846154,0.7220543806646526,0.7345679012345679,238.0,239.0,Iteration_90
1,0.749618320610687,0.728476821192053,111.0,53.0,KNeighborsClassifier,0.8058608058608059,0.6646525679758308,0.8364197530864198,271.0,220.0,Iteration_90
2,0.9083969465648855,0.9101796407185629,27.0,33.0,DecisionTreeClassifier,0.9020771513353115,0.918429003021148,0.8981481481481481,291.0,304.0,Iteration_90
3,0.7145038167938931,0.6939443535188216,119.0,68.0,MultinomialNB,0.7571428571428571,0.6404833836858006,0.7901234567901234,256.0,212.0,Iteration_90
4,0.6442748091603053,0.5561904761904761,185.0,48.0,SVC,0.7525773195876289,0.44108761329305135,0.8518518518518519,276.0,146.0,Iteration_90
5,0.9083969465648855,0.911504424778761,22.0,38.0,RandomForestClassifier,0.8904899135446686,0.9335347432024169,0.8827160493827161,286.0,309.0,Iteration_90
6,0.6748091603053435,0.7258687258687259,49.0,164.0,AdaBoostClassifier,0.6322869955156951,0.851963746223565,0.49382716049382713,160.0,282.0,Iteration_90
0,0.7374045801526717,0.7261146496815285,88.0,84.0,LogisticRegression,0.7307692307692307,0.7215189873417721,0.7522123893805309,255.0,228.0,Iteration_91
1,0.7557251908396947,0.728813559322034,101.0,59.0,KNeighborsClassifier,0.7846715328467153,0.680379746835443,0.8259587020648967,280.0,215.0,Iteration_91
2,0.8839694656488549,0.879746835443038,38.0,38.0,DecisionTreeClassifier,0.879746835443038,0.879746835443038,0.887905604719764,301.0,278.0,Iteration_91
3,0.7129770992366412,0.6791808873720137,117.0,71.0,MultinomialNB,0.737037037037037,0.629746835443038,0.7905604719764012,268.0,199.0,Iteration_91
4,0.650381679389313,0.5483234714003945,177.0,52.0,SVC,0.7277486910994765,0.439873417721519,0.8466076696165191,287.0,139.0,Iteration_91
5,0.8885496183206106,0.8857589984350548,33.0,40.0,RandomForestClassifier,0.8761609907120743,0.8955696202531646,0.8820058997050148,299.0,283.0,Iteration_91
6,0.6961832061068702,0.7299864314789688,47.0,152.0,AdaBoostClassifier,0.6389548693586699,0.8512658227848101,0.551622418879056,187.0,269.0,Iteration_91
0,0.749618320610687,0.7476923076923078,91.0,73.0,LogisticRegression,0.7689873417721519,0.7275449101796407,0.7725856697819314,248.0,243.0,Iteration_92
1,0.766412213740458,0.7504078303425775,104.0,49.0,KNeighborsClassifier,0.8243727598566308,0.688622754491018,0.8473520249221184,272.0,230.0,Iteration_92
2,0.9206106870229007,0.9212121212121211,30.0,22.0,DecisionTreeClassifier,0.9325153374233128,0.9101796407185628,0.9314641744548287,299.0,304.0,Iteration_92
3,0.7221374045801526,0.7026143790849674,119.0,63.0,MultinomialNB,0.7733812949640287,0.6437125748502994,0.8037383177570093,258.0,215.0,Iteration_92
4,0.6641221374045801,0.5849056603773585,179.0,41.0,SVC,0.7908163265306123,0.46407185628742514,0.8722741433021807,280.0,155.0,Iteration_92
5,0.9190839694656489,0.9203007518796992,28.0,25.0,RandomForestClassifier,0.9244712990936556,0.9161676646706587,0.9221183800623053,296.0,306.0,Iteration_92
6,0.6748091603053435,0.7244501940491591,54.0,159.0,AdaBoostClassifier,0.6378132118451025,0.8383233532934131,0.5046728971962616,162.0,280.0,Iteration_92
0,0.7251908396946565,0.7239263803680981,83.0,97.0,LogisticRegression,0.7087087087087087,0.7398119122257053,0.7113095238095238,239.0,236.0,Iteration_93
1,0.7450381679389313,0.7193277310924369,105.0,62.0,KNeighborsClassifier,0.7753623188405797,0.670846394984326,0.8154761904761905,274.0,214.0,Iteration_93
2,0.8839694656488549,0.879746835443038,41.0,35.0,DecisionTreeClassifier,0.8881789137380192,0.8714733542319749,0.8958333333333334,301.0,278.0,Iteration_93
3,0.6977099236641221,0.6743421052631579,114.0,84.0,MultinomialNB,0.7093425605536332,0.6426332288401254,0.75,252.0,205.0,Iteration_93
4,0.6748091603053435,0.6003752345215759,159.0,54.0,SVC,0.7476635514018691,0.5015673981191222,0.8392857142857143,282.0,160.0,Iteration_93
5,0.8946564885496183,0.8936825885978428,29.0,40.0,RandomForestClassifier,0.8787878787878788,0.9090909090909091,0.8809523809523809,296.0,290.0,Iteration_93
6,0.6992366412213741,0.7390728476821191,40.0,157.0,AdaBoostClassifier,0.6399082568807339,0.8746081504702194,0.5327380952380952,179.0,279.0,Iteration_93
0,0.749618320610687,0.7220338983050847,73.0,91.0,LogisticRegression,0.7006578947368421,0.7447552447552448,0.7533875338753387,278.0,213.0,Iteration_94
1,0.7877862595419848,0.7477313974591653,80.0,59.0,KNeighborsClassifier,0.7773584905660378,0.7202797202797203,0.8401084010840109,310.0,206.0,Iteration_94
2,0.9099236641221374,0.8984509466437177,25.0,34.0,DecisionTreeClassifier,0.8847457627118644,0.9125874125874126,0.907859078590786,335.0,261.0,Iteration_94
3,0.7465648854961832,0.6981818181818181,94.0,72.0,MultinomialNB,0.7272727272727273,0.6713286713286714,0.8048780487804879,297.0,192.0,Iteration_94
4,0.683969465648855,0.5642105263157895,152.0,55.0,SVC,0.708994708994709,0.46853146853146854,0.8509485094850948,314.0,134.0,Iteration_94
5,0.9007633587786259,0.889267461669506,25.0,40.0,RandomForestClassifier,0.867109634551495,0.9125874125874126,0.8915989159891599,329.0,261.0,Iteration_94
6,0.6641221374045801,0.6952908587257618,35.0,185.0,AdaBoostClassifier,0.5756880733944955,0.8776223776223776,0.4986449864498645,184.0,251.0,Iteration_94
0,0.7358778625954199,0.7382753403933434,92.0,81.0,LogisticRegression,0.7507692307692307,0.7261904761904762,0.7460815047021944,238.0,244.0,Iteration_95
1,0.7435114503816794,0.7307692307692307,108.0,60.0,KNeighborsClassifier,0.7916666666666666,0.6785714285714286,0.8119122257053292,259.0,228.0,Iteration_95
2,0.9038167938931297,0.9063893016344726,31.0,32.0,DecisionTreeClassifier,0.9050445103857567,0.9077380952380952,0.8996865203761756,287.0,305.0,Iteration_95
3,0.7099236641221374,0.6905537459283387,124.0,66.0,MultinomialNB,0.762589928057554,0.6309523809523809,0.7931034482758621,253.0,212.0,Iteration_95
4,0.6564885496183206,0.5746691871455577,184.0,41.0,SVC,0.7875647668393783,0.4523809523809524,0.8714733542319749,278.0,152.0,Iteration_95
5,0.899236641221374,0.9029411764705881,29.0,37.0,RandomForestClassifier,0.8924418604651163,0.9136904761904762,0.8840125391849529,282.0,307.0,Iteration_95
6,0.6992366412213741,0.7451487710219923,48.0,149.0,AdaBoostClassifier,0.6590389016018307,0.8571428571428571,0.5329153605015674,170.0,288.0,Iteration_95
0,0.7206106870229008,0.726457399103139,86.0,97.0,LogisticRegression,0.7147058823529412,0.7386018237082067,0.7024539877300614,229.0,243.0,Iteration_96
1,0.7114503816793893,0.6896551724137931,119.0,70.0,KNeighborsClassifier,0.75,0.6382978723404256,0.7852760736196319,256.0,210.0,Iteration_96
2,0.8717557251908397,0.8727272727272727,41.0,43.0,DecisionTreeClassifier,0.8700906344410876,0.8753799392097265,0.8680981595092024,283.0,288.0,Iteration_96
3,0.7053435114503817,0.6841243862520459,120.0,73.0,MultinomialNB,0.7411347517730497,0.6352583586626139,0.7760736196319018,253.0,209.0,Iteration_96
4,0.6564885496183206,0.5794392523364486,174.0,51.0,SVC,0.7524271844660194,0.47112462006079026,0.843558282208589,275.0,155.0,Iteration_96
5,0.8702290076335878,0.8717948717948718,40.0,45.0,RandomForestClassifier,0.8652694610778443,0.878419452887538,0.8619631901840491,281.0,289.0,Iteration_96
6,0.650381679389313,0.7075351213282247,52.0,177.0,AdaBoostClassifier,0.6101321585903083,0.8419452887537994,0.4570552147239264,149.0,277.0,Iteration_96
0,0.6961832061068702,0.6924265842349304,104.0,95.0,LogisticRegression,0.7021943573667712,0.6829268292682927,0.709480122324159,232.0,224.0,Iteration_97
1,0.732824427480916,0.7068676716917923,117.0,58.0,KNeighborsClassifier,0.7843866171003717,0.6432926829268293,0.8226299694189603,269.0,211.0,Iteration_97
2,0.8778625954198473,0.8765432098765432,44.0,36.0,DecisionTreeClassifier,0.8875,0.8658536585365854,0.8899082568807339,291.0,284.0,Iteration_97
3,0.7022900763358778,0.6766169154228856,124.0,71.0,MultinomialNB,0.7418181818181818,0.6219512195121951,0.7828746177370031,256.0,204.0,Iteration_97
4,0.6534351145038167,0.5757009345794392,174.0,53.0,SVC,0.7439613526570048,0.4695121951219512,0.8379204892966361,274.0,154.0,Iteration_97
5,0.8809160305343512,0.8814589665653495,38.0,40.0,RandomForestClassifier,0.8787878787878788,0.8841463414634146,0.8776758409785933,287.0,290.0,Iteration_97
6,0.6687022900763359,0.7163398692810458,54.0,163.0,AdaBoostClassifier,0.6270022883295194,0.8353658536585366,0.5015290519877675,164.0,274.0,Iteration_97
0,0.7236641221374046,0.717628705148206,91.0,90.0,LogisticRegression,0.71875,0.7165109034267912,0.7305389221556886,244.0,230.0,Iteration_98
1,0.7358778625954199,0.71499176276771,104.0,69.0,KNeighborsClassifier,0.7587412587412588,0.67601246105919,0.7934131736526946,265.0,217.0,Iteration_98
2,0.8809160305343512,0.8773584905660377,42.0,36.0,DecisionTreeClassifier,0.8857142857142857,0.8691588785046729,0.8922155688622755,298.0,279.0,Iteration_98
3,0.7007633587786259,0.6689189189189189,123.0,73.0,MultinomialNB,0.7306273062730627,0.616822429906542,0.781437125748503,261.0,198.0,Iteration_98
4,0.665648854961832,0.5780346820809248,171.0,48.0,SVC,0.7575757575757576,0.4672897196261682,0.8562874251497006,286.0,150.0,Iteration_98
5,0.8870229007633588,0.8854489164086687,35.0,39.0,RandomForestClassifier,0.88,0.8909657320872274,0.8832335329341318,295.0,286.0,Iteration_98
6,0.6595419847328244,0.7046357615894039,55.0,168.0,AdaBoostClassifier,0.6129032258064516,0.8286604361370716,0.49700598802395207,166.0,266.0,Iteration_98
0,0.7145038167938931,0.7017543859649122,91.0,96.0,LogisticRegression,0.6962025316455697,0.707395498392283,0.7209302325581395,248.0,220.0,Iteration_99
1,0.7419847328244275,0.7071057192374349,107.0,62.0,KNeighborsClassifier,0.7669172932330827,0.6559485530546624,0.8197674418604651,282.0,204.0,Iteration_99
2,0.8977099236641222,0.8924558587479937,33.0,34.0,DecisionTreeClassifier,0.8910256410256411,0.8938906752411575,0.9011627906976745,310.0,278.0,Iteration_99
3,0.6931297709923664,0.6528497409326426,122.0,79.0,MultinomialNB,0.7052238805970149,0.6077170418006431,0.7703488372093024,265.0,189.0,Iteration_99
4,0.665648854961832,0.5697445972495089,166.0,53.0,SVC,0.7323232323232324,0.4662379421221865,0.8459302325581395,291.0,145.0,Iteration_99
5,0.8793893129770992,0.8731942215088282,39.0,40.0,RandomForestClassifier,0.8717948717948718,0.8745980707395499,0.8837209302325582,304.0,272.0,Iteration_99
6,0.6610687022900763,0.6991869918699187,53.0,169.0,AdaBoostClassifier,0.6042154566744731,0.8295819935691319,0.5087209302325582,175.0,258.0,Iteration_99
0,0.7236641221374046,0.7236641221374045,98.0,83.0,LogisticRegression,0.740625,0.7074626865671642,0.740625,237.0,237.0,Iteration_100
1,0.7374045801526717,0.7252396166134185,108.0,64.0,KNeighborsClassifier,0.7800687285223368,0.6776119402985075,0.8,256.0,227.0,Iteration_100
2,0.8839694656488549,0.886904761904762,37.0,39.0,DecisionTreeClassifier,0.884272997032641,0.8895522388059701,0.878125,281.0,298.0,Iteration_100
3,0.6961832061068702,0.6774716369529984,126.0,73.0,MultinomialNB,0.7411347517730497,0.6238805970149254,0.771875,247.0,209.0,Iteration_100
4,0.6473282442748092,0.5649717514124294,185.0,46.0,SVC,0.7653061224489796,0.44776119402985076,0.85625,274.0,150.0,Iteration_100
5,0.8839694656488549,0.8892128279883381,30.0,46.0,RandomForestClassifier,0.8689458689458689,0.9104477611940298,0.85625,274.0,305.0,Iteration_100
6,0.6641221374045801,0.7215189873417721,50.0,170.0,AdaBoostClassifier,0.6263736263736264,0.8507462686567164,0.46875,150.0,285.0,Iteration_100
